"Metric","Detail1","Detail2","Detail3","Detail4","Data Date (MM/DD/YYYY)","GeographicLevel","GeographicName","Value_NUMBER","Units","MOST RECENT (1)","COVID Team","Source"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","Southwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","West Central",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"State","Minnesota",92,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Central",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Metro",64,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Northeast",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Northwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","South Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Southeast",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"State","Minnesota",264,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Central",35,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Metro",167,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Northeast",20,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Northwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","South Central",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Southeast",18,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","Southwest",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-27,"Regional Health Care","West Central",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"State","Minnesota",5797,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","Central",519,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","Metro",3363,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","Northeast",472,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","Northwest",126,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","South Central",198,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","Southeast",931,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","Southwest",124,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-27,"Regional Health Care","West Central",64,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"State","Minnesota",871,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Central",40,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Metro",612,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Northeast",68,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Northwest",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Southeast",128,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Southwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","West Central",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"State","Minnesota",88,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Central",17,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Metro",61,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Northeast",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Northwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","South Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Southeast",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"State","Minnesota",256,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Central",37,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Metro",164,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Northeast",20,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Northwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","South Central",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Southeast",18,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","Southwest",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-28,"Regional Health Care","West Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"State","Minnesota",5439,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Central",486,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Metro",3152,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Northeast",465,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Northwest",111,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","South Central",189,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Southeast",866,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","Southwest",107,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-28,"Regional Health Care","West Central",63,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"State","Minnesota",866,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Central",43,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Metro",594,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Northeast",77,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Northwest",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Southeast",127,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Southwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","West Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"State","Minnesota",89,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Central",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Metro",63,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Northeast",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Northwest",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","South Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Southeast",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"State","Minnesota",268,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Central",39,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Metro",173,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Northeast",22,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Northwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","South Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Southeast",17,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","Southwest",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-29,"Regional Health Care","West Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"State","Minnesota",5358,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Central",512,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Metro",3053,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Northeast",485,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Northwest",101,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","South Central",186,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Southeast",844,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","Southwest",107,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-29,"Regional Health Care","West Central",70,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"State","Minnesota",912,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Central",46,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Metro",621,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Northeast",78,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Northwest",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Southeast",141,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Southwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","West Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"State","Minnesota",102,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Central",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Metro",71,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Northeast",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Northwest",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","South Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Southeast",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"State","Minnesota",309,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Central",35,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Metro",213,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Northeast",24,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Northwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","South Central",12,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Southeast",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","Southwest",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-30,"Regional Health Care","West Central",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"State","Minnesota",5885,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Central",630,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Metro",3261,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Northeast",547,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Northwest",134,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","South Central",207,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Southeast",903,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","Southwest",131,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-30,"Regional Health Care","West Central",72,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"State","Minnesota",944,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Central",50,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Metro",631,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Northeast",88,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Northwest",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Southeast",149,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","West Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"State","Minnesota",106,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Central",15,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Metro",73,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Northeast",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Northwest",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","South Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Southeast",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"State","Minnesota",319,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Central",41,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Metro",215,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Northeast",24,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Northwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","South Central",10,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Southeast",13,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","Southwest",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-03-31,"Regional Health Care","West Central",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"State","Minnesota",6032,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Central",612,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Metro",3343,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Northeast",572,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Northwest",148,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","South Central",206,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Southeast",964,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","Southwest",120,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2021-03-31,"Regional Health Care","West Central",67,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"State","Minnesota",914,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Central",52,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Metro",611,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Northeast",80,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Northwest",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Southeast",148,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2021-04-01,"Regional Health Care","West Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"State","Minnesota",112,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Central",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Metro",76,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Northeast",4,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Northwest",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","South Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Southeast",10,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2021-04-01,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2021-04-01,"State","Minnesota",332,"patients",0,"Hospital Surge Capacity","Teletracking"
